System      , id , Mol Mass , Mol Frac             , Melt(K) , Var(%) , Reference   , Boil(K) , Var(%) , Reference      , rho_a     , rho_b     , range(K)      , Var(%) , Reference     , mu1_a     , mu1_b     , mu2_a      , mu2_b      , mu2_c     , range(K)      , Var(%) , Reference    , k_a        , k_b        , range(K)     , Var(%) , Reference   , cp_a      , cp_b       , cp_c       , cp_d      , Var(%) , Reference
NaCl-UCl3-UCl4,650,248.0909,0.4-0.09-0.51,955,5*,SALTDBLEAN-TC [156],----,----,----,4.5514,0.001455,838-955,5,Katyshev 2001 [166],----,----,-0.9319,1276,0,932-1109,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,651,200.5902,0.55-0.07-0.38,974,5*,SALTDBLEAN-TC [156],----,----,----,3.9243,0.001038,797-944,5,Katyshev 2001 [166],----,----,-0.9531,1347,0,821-1131,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,652,153.4441,0.7-0.04-0.26,746,5*,SALTDBLEAN-TC [156],----,----,----,3.3817,0.000763,866-1048,5,Katyshev 2001 [166],----,----,-0.9471,1407,0,887-1169,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,653,90.2281,0.9-0.01-0.09,1027,5*,SALTDBLEAN-TC [156],----,----,----,2.6198,0.000561,1050-1168,5,Katyshev 2001 [166],----,----,-1.15,1418,0,1073-1189,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,654,303.2224,0.17-0.62-0.21,1030,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.045,1799,0,1069-1140,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,655,253.1936,0.34-0.49-0.17,984,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.2429,1924,0,1004-1134,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,656,197.0913,0.53-0.35-0.12,914,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.2202,1729,0,909-1133,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,657,146.708,0.7-0.23-0.07,779,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.073,1496,0,899-1134,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,658,99.8932,0.86-0.1-0.04,1002,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.1649,1497,0,996-1169,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,659,292.8714,0.2-0.64-0.16,1031,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.5961,2326,0,1073-1179,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,660,234.2642,0.4-0.48-0.12,963,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.348,1740,0,990-1173,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,661,190.3089,0.55-0.36-0.09,893,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.1239,1458,0,874-1166,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,662,146.3535,0.7-0.24-0.06,781,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.2618,1512,0,968-1150,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,663,102.3981,0.85-0.12-0.03,994,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.1993,1363,0,1000-1150,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,664,298.5438,0.2-0.48-0.32,1004,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.33,2089,0,1022-1156,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,665,268.5312,0.3-0.42-0.28,992,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.0858,1790,0,1025-1198,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,666,208.5059,0.5-0.3-0.2,957,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.2381,1747,0,875-1103,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,667,178.4933,0.6-0.24-0.16,912,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.4281,1838,0,864-1187,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,668,101.436,0.86-0.04-0.1,997,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.437,1716,0,1018-1138,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,669,302.7982,0.2-0.36-0.44,984,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.3357,1967,0,1002-1086,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,670,257.0702,0.35-0.29-0.36,995,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.2204,1783,0,957-1157,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,671,214.7861,0.5-0.23-0.27,986,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.3677,1818,0,912-1147,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,672,180.6205,0.6-0.18-0.22,939,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.4828,1870,0,873-1127,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,673,153.6972,0.7-0.14-0.16,771,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.3963,1789,0,950-1146,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,674,119.5316,0.8-0.09-0.11,933,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.3106,1691,0,978-1186,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,675,307.0526,0.2-0.24-0.56,944,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.513,2005,0,968-1131,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,676,244.9001,0.4-0.18-0.42,1001,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.5581,1947,0,941-1131,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,677,182.7477,0.6-0.12-0.28,951,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.5178,1978,0,954-1134,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,678,132.5122,0.76-0.07-0.17,867,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.319,1781,0,954-1141,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,679,101.436,0.86-0.04-0.1,997,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.1691,1564,0,1030-1174,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,680,311.3069,0.2-0.12-0.68,840,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.331,1788,0,937-1083,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,681,251.3049,0.39-0.09-0.52,949,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.3167,1728,0,888-1111,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,682,216.6601,0.5-0.07-0.43,979,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.5042,1960,0,817-1130,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,683,153.4441,0.7-0.04-0.26,746,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.5051,2059,0,974-1157,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaCl-UCl3-UCl4,684,90.2281,0.9-0.01-0.09,1027,5*,SALTDBLEAN-TC [156],----,----,----,----,----,----,----,----,----,----,-1.09,1443,0,1085-1191,15,Katyshev 2001 [166],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,685,48.5334,0.76-0.22-0.02,----,----,----,----,----,----,2.64,0.00045,973-1073,5,Blanke 1958 [16],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,686,53.8737,0.76-0.2-0.04,----,----,----,----,----,----,2.9,0.00053,973-1073,5,Blanke 1958 [16],0.0633,36100,----,----,----,973-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,687,59.214,0.76-0.18-0.06,----,----,----,----,----,----,3.21,0.00062,973-1073,5,Blanke 1958 [16],0.0159,47600,----,----,----,973-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,688,64.5543,0.76-0.16-0.08,----,----,----,----,----,----,3.37,0.00064,973-1073,5,Blanke 1958 [16],0.0215,46300,----,----,----,973-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,689,69.8945,0.76-0.14-0.1,----,----,----,----,----,----,3.7,0.00076,873-1073,5,Blanke 1958 [16],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,690,83.2452,0.76-0.09-0.15,----,----,----,----,----,----,3.96,0.000625,873-1073,5,Blanke 1958 [16],0.0614,40700,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,691,91.2556,0.76-0.06-0.18,----,----,----,----,----,----,4.07,0.00054,973-1073,5,Blanke 1958 [16],0.0769,38800,----,----,----,973-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,692,83.5464,0.7-0.15-0.15,----,----,----,----,----,----,4.1,0.00082,873-1073,5,Blanke 1958 [16],0.0387,42800,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,693,75.536,0.7-0.18-0.12,----,----,----,----,----,----,3.81,0.000745,873-1073,5,Blanke 1958 [16],0.0511,37800,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,694,70.1958,0.7-0.2-0.1,----,----,----,----,----,----,3.68,0.00075,873-1073,5,Blanke 1958 [16],0.0746,37200,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,695,64.8555,0.7-0.22-0.08,----,----,----,----,----,----,3.44,0.000695,873-1073,5,Blanke 1958 [16],0.0132,47700,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,696,59.5152,0.7-0.24-0.06,----,----,----,----,----,----,3.19,0.00064,873-1073,5,Blanke 1958 [16],0.0649,37100,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,697,54.175,0.7-0.26-0.04,----,----,----,----,----,----,3.03,0.00063,873-1073,5,Blanke 1958 [16],0.0456,39200,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,698,48.8347,0.7-0.28-0.02,----,----,----,----,----,----,2.7,0.000525,873-1073,5,Blanke 1958 [16],0.0262,39600,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,699,79.0142,0.6667-0.2009-0.1324,----,----,----,----,----,----,3.78,0.00075,873-1073,5,Blanke 1958 [16],0.054,39500,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,700,73.0865,0.6667-0.2231-0.1102,----,----,----,----,----,----,3.68,0.00075,873-1073,5,Blanke 1958 [16],0.0433,40400,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,701,65.7169,0.6667-0.2507-0.0826,----,----,----,----,----,----,3.46,0.00075,873-1073,5,Blanke 1958 [16],0.0142,49200,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,702,56.2646,0.6667-0.2861-0.0472,----,----,----,----,----,----,2.96,0.00055,873-1073,5,Blanke 1958 [16],0.0433,41200,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,703,50.4438,0.6667-0.3079-0.0254,----,----,----,----,----,----,2.7,0.00045,873-1073,5,Blanke 1958 [16],0.0393,40300,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,704,75.8373,0.64-0.24-0.12,----,----,----,----,----,----,3.73,0.000695,873-1073,5,Blanke 1958 [16],0.021,44500,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,705,70.497,0.64-0.26-0.1,----,----,----,----,----,----,3.66,0.00075,873-1073,5,Blanke 1958 [16],0.0254,43100,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,706,65.1567,0.64-0.28-0.08,----,----,----,----,----,----,3.41,0.00068,873-1073,5,Blanke 1958 [16],0.0319,40400,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,707,59.8165,0.64-0.3-0.06,----,----,----,----,----,----,3.14,0.000615,873-1073,5,Blanke 1958 [16],0.0525,36800,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,708,54.4762,0.64-0.32-0.04,----,----,----,----,----,----,3,0.00061,873-1073,5,Blanke 1958 [16],0.0643,36000,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,709,49.1359,0.64-0.34-0.02,----,----,----,----,----,----,2.73,0.00055,873-1073,5,Blanke 1958 [16],0.0708,33700,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,710,137.5517,0.58-0.07-0.35,----,----,----,----,----,----,5.72,0.00121,973-1073,5,Blanke 1958 [16],0.125,36200,----,----,----,973-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,711,76.1385,0.58-0.3-0.12,----,----,----,----,----,----,3.69,0.000655,873-1073,5,Blanke 1958 [16],0.0145,49000,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,712,70.7983,0.58-0.32-0.1,----,----,----,----,----,----,3.61,0.00075,873-1073,5,Blanke 1958 [16],0.0158,46200,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,713,65.458,0.58-0.34-0.08,----,----,----,----,----,----,3.34,0.000645,873-1073,5,Blanke 1958 [16],0.0187,45200,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,714,60.1177,0.58-0.36-0.06,----,----,----,----,----,----,3.13,0.00062,873-1073,5,Blanke 1958 [16],0.0236,43500,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,715,54.7775,0.58-0.38-0.04,----,----,----,----,----,----,3.01,0.00065,873-1073,5,Blanke 1958 [16],0.0289,41600,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,716,52.1073,0.58-0.39-0.03,----,----,----,----,----,----,2.93,0.00061,873-1073,5,Blanke 1958 [16],0.0775,35600,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,717,49.4372,0.58-0.4-0.02,----,----,----,----,----,----,2.7,0.000545,873-1073,5,Blanke 1958 [16],0.0411,39800,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,718,46.7671,0.58-0.41-0.01,----,----,----,----,----,----,2.54,0.00048,873-1073,5,Blanke 1958 [16],0.0474,38400,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,719,76.4398,0.52-0.36-0.12,----,----,----,----,----,----,4.78,0.00187,873-1073,5,Blanke 1958 [16],0.00678,54000,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,720,71.0995,0.52-0.38-0.1,----,----,----,----,----,----,3.5,0.00066,873-1073,5,Blanke 1958 [16],0.0111,49100,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,721,65.7592,0.52-0.4-0.08,----,----,----,----,----,----,3.33,0.00064,873-1073,5,Blanke 1958 [16],0.0153,48000,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,722,60.419,0.52-0.42-0.06,----,----,----,----,----,----,3.13,0.00064,873-1073,5,Blanke 1958 [16],0.0143,48900,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,723,55.0787,0.52-0.44-0.04,----,----,----,----,----,----,2.91,0.00059,873-1073,5,Blanke 1958 [16],0.0187,46700,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,724,52.4086,0.52-0.45-0.03,----,----,----,----,----,----,2.79,0.000565,873-1073,5,Blanke 1958 [16],0.0188,45700,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,725,49.7384,0.52-0.46-0.02,----,----,----,----,----,----,2.68,0.000535,873-1073,5,Blanke 1958 [16],0.0387,42200,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,726,47.0683,0.52-0.47-0.01,----,----,----,----,----,----,2.6,0.000525,873-1073,5,Blanke 1958 [16],0.0913,34400,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,727,170.1958,0.46-0.07-0.47,----,----,----,----,----,----,6.46,0.00142,973-1073,5,Blanke 1958 [16],0.0396,45700,----,----,----,973-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,728,138.1542,0.46-0.19-0.35,----,----,----,----,----,----,5.57,0.00111,973-1073,5,Blanke 1958 [16],0.0107,57300,----,----,----,973-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,729,76.741,0.46-0.42-0.12,----,----,----,----,----,----,4.05,0.00108,873-1073,5,Blanke 1958 [16],0.00525,58500,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,730,71.4008,0.46-0.44-0.1,----,----,----,----,----,----,3.49,0.00065,873-1073,5,Blanke 1958 [16],0.013,55500,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,731,60.7202,0.46-0.48-0.06,----,----,----,----,----,----,3.17,0.00069,873-1073,5,Blanke 1958 [16],0.00977,54800,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,732,55.38,0.46-0.5-0.04,----,----,----,----,----,----,2.84,0.00053,873-1073,5,Blanke 1958 [16],0.0138,52200,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,733,52.7098,0.46-0.51-0.03,----,----,----,----,----,----,2.73,0.00055,873-1073,5,Blanke 1958 [16],0.0377,47400,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,734,50.0397,0.46-0.52-0.02,----,----,----,----,----,----,2.61,0.000495,873-1073,5,Blanke 1958 [16],0.0189,49000,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,735,47.3695,0.46-0.53-0.01,----,----,----,----,----,----,2.53,0.000475,873-1073,5,Blanke 1958 [16],0.0249,47900,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,736,80.5751,0.76-0.1-0.14,----,----,----,----,----,----,3.86,0.00061,973-1073,5,Blanke 1958 [16],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,737,96.8971,0.7-0.1-0.2,----,----,----,----,----,----,4.32,0.0007,973-1073,5,Blanke 1958 [16],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,738,107.7785,0.66-0.1-0.24,----,----,----,----,----,----,4.4,0.00052,973-1073,5,Blanke 1958 [16],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,739,129.5412,0.58-0.1-0.32,----,----,----,----,----,----,5.43,0.0011,973-1073,5,Blanke 1958 [16],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,740,137.7023,0.55-0.1-0.35,----,----,----,----,----,----,5.65,0.00118,973-1073,5,Blanke 1958 [16],0.0747,40600,----,----,----,973-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,741,162.1854,0.46-0.1-0.44,----,----,----,----,----,----,6.01,0.00112,973-1073,5,Blanke 1958 [16],0.028,48800,----,----,----,973-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,742,170.3464,0.43-0.1-0.47,----,----,----,----,----,----,6.44,0.0014,973-1073,5,Blanke 1958 [16],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,743,64.7551,0.72-0.2-0.08,----,----,----,----,----,----,----,----,----,----,----,0.0386,39500,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,744,75.6365,0.68-0.2-0.12,----,----,----,----,----,----,3.79,0.000735,873-1073,5,Blanke 1958 [16],0.0389,39900,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,745,102.8399,0.58-0.2-0.22,----,----,----,----,----,----,4.39,0.000795,873-1073,5,Blanke 1958 [16],0.0508,40500,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,746,48.9351,0.68-0.3-0.02,----,----,----,----,----,----,2.71,0.000525,873-1073,5,Blanke 1958 [16],0.0478,35400,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,747,54.3758,0.66-0.3-0.04,----,----,----,----,----,----,3.01,0.000615,873-1073,5,Blanke 1958 [16],0.0669,35400,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,748,65.2572,0.62-0.3-0.08,----,----,----,----,----,----,3.38,0.000665,873-1073,5,Blanke 1958 [16],0.0296,41200,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,749,70.6979,0.6-0.3-0.1,----,----,----,----,----,----,3.62,0.00074,873-1073,5,Blanke 1958 [16],0.0173,45700,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,750,54.8779,0.56-0.4-0.04,----,----,----,----,----,----,3.01,0.000665,873-1073,5,Blanke 1958 [16],0.0379,39600,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,751,60.3186,0.54-0.4-0.06,----,----,----,----,----,----,3.14,0.000635,873-1073,5,Blanke 1958 [16],0.0493,37000,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,752,71.1999,0.5-0.4-0.1,----,----,----,----,----,----,3.49,0.00065,873-1073,5,Blanke 1958 [16],0.0105,52000,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,753,76.6406,0.48-0.4-0.12,----,----,----,----,----,----,3.53,0.000495,873-1073,5,Blanke 1958 [16],0.00542,57400,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,754,82.0813,0.46-0.4-0.14,----,----,----,----,----,----,3.68,0.000545,873-1073,5,Blanke 1958 [16],0.00626,57200,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,755,84.8017,0.45-0.4-0.15,----,----,----,----,----,----,----,----,----,----,----,0.00832,57600,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,756,170.6476,0.37-0.16-0.47,----,----,----,----,----,----,6.34,0.00128,973-1073,5,Blanke 1958 [16],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,757,171.1748,0.265-0.265-0.47,----,----,----,----,----,----,6.33,0.00128,973-1073,5,Blanke 1958 [16],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,758,138.832,0.325-0.325-0.35,----,----,----,----,----,----,5.65,0.00118,973-1073,5,Blanke 1958 [16],0.000372,87900,----,----,----,973-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,759,139.4596,0.2-0.45-0.35,----,----,----,----,----,----,5.21,0.00074,973-1073,5,Blanke 1958 [16],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
